year,sys,fis,per,class,ad,co,ba,no,pv,in,ve,cc,cp,cm
2022,1,1,3,Específico,0,0,0,0,0,0,0,5970,0,0
2021,1,1,3,Específico,0,0,0,0,0,5970,0,0,0,0
2022,1,1,3,Específico,0,0,0,0,0,5970,0,0,0,0
2021,1,1,3,Específico,0,0,0,0,0,5970,0,0,0,0
2022,1,1,3,Específico,0,0,0,0,0,5970,0,0,0,0
2022,1,1,3,Específico,0,0,0,0,0,0,0,5970,0,0
2021,1,1,3,Específico,0,0,0,0,0,5970,0,0,0,0
2021,1,1,3,Específico,0,0,0,0,0,5970,0,0,0,0
2022,1,1,3,Específico,0,0,0,0,0,5970,0,0,0,0
2022,1,1,3,Específico,0,0,0,0,0,5970,0,0,0,0
2020,1,1,3,Específico,0,0,0,0,0,0,0,0,5970,0
2022,1,1,3,Específico,0,0,0,0,0,5970,0,0,0,0
2022,2,2,2,NA,0,0,0,0,0,5700,0,0,0,0
2022,2,1,2,NA,0,0,0,0,0,2850,0,0,2850,0
2022,2,2,2,NA,0,0,0,0,0,5700,0,0,0,0
2020,2,2,2,NA,0,0,0,0,0,5700,0,0,0,0
2020,2,2,2,NA,0,0,0,0,0,5700,0,0,0,0
2022,2,1,2,NA,0,0,0,0,0,0,0,2850,2850,0
2022,2,1,2,NA,0,0,0,0,0,2850,0,2850,0,0
2022,2,1,2,NA,0,0,0,0,0,0,0,2850,2850,0
2022,2,1,2,NA,0,0,0,0,0,2850,0,2850,0,0
2022,2,1,2,NA,0,0,0,0,0,2850,0,2850,0,0
2020,2,1,2,NA,0,0,0,0,0,0,0,2850,2850,0
2020,2,1,2,NA,0,0,0,0,0,2850,0,2850,0,0
2020,1,1,1,Específico,0,0,0,0,0,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,0,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,0,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,0,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,0,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,0,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,0,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,0,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,0,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,0,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,0,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,0,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,2,Específico,0,0,0,0,0,0,0,4520,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,0,0,4520,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,2,Específico,0,0,0,0,0,0,0,0,4520,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2021,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2021,1,1,2,Específico,0,0,0,0,0,0,0,4520,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,2,Específico,0,0,0,0,0,4520,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2020,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
2022,1,1,1,Específico,0,0,0,0,4520,0,0,0,0,0
